,날짜,기업명,제목+내용,조회수,공감수,비공감수,페이지,전날_대비_상승_하락
17182,2023-02-03,위메이드,오늘 게임주 불기둥...  위메도 최소 +10%는 가야지?,527,17,4,151,1
17183,2023-02-03,위메이드,돈버는 게임?  영업적자에 허덕이는사기꾼회사+코인+사기꾼장현국=상폐,575,2,16,151,1
17184,2023-02-03,위메이드,지구를 떠나가라  ㅋㅋㅋ,149,4,1,151,1
17185,2023-02-03,위메이드,중국은 닭대가리들이라 암호화폐 후진국 ㅋㅋㅋ  어디 짱깨들이 암호화폐시장에 기웃거리려고하냐~  선진국은 대한민국이다~짱깨의 쌍팔년대 마인드 갖고있을때 IT강대국의 대한민국이 빨리 앞장서 가서 비웃어주자~~ㅋㅋㅋ짱깨 꼰대나라에서 규제로 중국 성장못하게 암호화폐 다막아주고 있잖냐 ~ㅋ 이럴때 치고 올라가는거라는 신의 뜻이다. ~~대한민국 꼰대들도 짱깨짓거리 쳐하다가 후진국으로 가려고 위믹스 상폐까지 시켜주고~얼마나 닭대가리인지 보여주고 있잖냐~~짱깨가 될것인가 미래를 선도하는 국가가 될것인가 잘판단해라~페이스북도 처음엔 저게 뭐냐하면서 욕드럽게 했었는데 시대가 지난 지금을 잘생각해봐라. 시대는 변화한다 그런대도 쌍팔년대 마인드로 받아들이지 않고 멍청한짓거리하다가 기회를 놓칠것인지 잡을것인지 잘판단해라,445,7,1,151,1
17186,2023-02-03,위메이드,다음주 월요일 폭등 예상  주말 사이에 미르m  동시접속자 폭발적 증가 예상,959,33,3,151,1
17187,2023-02-03,위메이드,암만생각해뵈도 갸빡치네  위믹스 개 빡치네 손절친거 키보드 쥰내 팼는데 ㄹㅇ 여기서 오르면 ㄹㅇ 두111진댜,654,7,2,151,1
17188,2023-02-03,위메이드,오늘 폭등하는데 공매도 큰 공헌  상환 물량 엄청 날것으로 예상,546,21,0,151,1
17189,2023-02-03,위메이드,"빗썸 재상장설...  트랜잭션상에 빗썸으로 위믹스365만개가 이동...  거래소별로 닥사, 업비트와 거리두기 사례 나오고 있음 재상장 가능성?",1412,42,3,151,1
17190,2023-02-03,위메이드,"미르m 출시 이후 관전중인데  놀라운 사실 두개. 1. 세계인들의 위믹스 플레이 이용자 증가 중으로 현재 약10만이상 2. 글로벌 스팀 플랫폼 통하지 않고, 위믹스 단독 플랫폼으로광고비 투자 없이, 미르IP만으로  이룬 성과",1066,44,1,152,1
17191,2023-02-03,위메이드,메타버스. 로블록스 대 폭등  메타버스 27% . 로블록스 8% 상승ㅋㅋㅋ,781,17,1,152,1
17192,2023-02-03,위메이드,이 시간에도  8만7천입니당! 거기다 나스닥  거의 +3프로 낼 4만 가나보네용!ㅋㅋㅋ,563,10,0,152,1
17193,2023-02-03,위메이드,개불장이네  금요일인데 나이스 타이밍~ 굿,492,11,0,152,1
17194,2023-02-03,위메이드,"아무리 생각해도 닥사집합체것들의 위믹스 추방사태는  어처구니 없는일이다. 투자자 경제의 속성과 사용자 경제의 속성,두 가지의 양면성을 모두 가지고 있어 그 쓰임새와 용도가 분명한 위믹스를 말이야.",715,38,0,152,1
17195,2023-02-03,위메이드,나스닥 대상승...  특히 메타플랫폼 코인베이스 로블록스 게임스탑 대폭등...다시 메타버스 p2e 블록버스터급 광풍이 몰아친다...마누라 빤쓰까지 팔아서라도 몰빵하라!!,815,25,6,152,1
17196,2023-02-03,위메이드,진짜 위믹스..플랫폼 대장이구나  세계 1등 되서 이름 날려라 난 위믹스 상폐날 던져서 없지만 응원한다..  팔았으면 응원못해줘도 안티는 하지말자 치졸하게 살지말자.. ,1043,75,2,152,1
17197,2023-02-02,위메이드,진짜 주주홀더가 제일망햇는데  닥사도 정말 쓰레기중에최강이다 상폐를시킬명분도없엇는데 그냥 위메이드주주홀더 인생 망하게하려고그냥작정햇어 이유도없어 사실상,468,35,1,152,1
17198,2023-02-02,위메이드,위믹스 개 폭등중  동접도 계속상승코인시장도 상승나스닥 상승곧 슈팅 나올것 같아요내일? ,295,16,2,152,1
17199,2023-02-02,위메이드,여기  공매를  한달동안  70만주나 처놨네;;;  어쩔려고  이  불장에  그랬다냐  ㄷ ㄷ   어제만해도  엄청났구만...  주주분들  부럽다......공매가 효자 노릇할듯 ㅋㅋ  낼 시초가  약하면  째려보다  입성  하겠음!! ,343,24,0,152,1
17200,2023-02-02,위메이드,ㅋㅋㅋ 하여튼  회사측 알바애들은 정곡을 찌르면반박을 못해요 ㅋㅋㅋ 지들말은 그럴싸하게 적었는데조금만 물어보면 구멍 숭숭이니 ㅋㅋ 화이팅! 개미 좀 더 빼먹어야지!,189,0,7,152,1
17201,2023-02-02,위메이드,"sekj,ned7,kody, cofi, kim6 공매알바 입력  너그 사장이 접속하라디?? 어떻게  위믹스 튀니까 바로 3개아이디가 연달아 접하냐?? 주주  및 홀더분들 sekjned7kodycofikim6 메모장에 기억해두세요 ㅂㄷㅂㄷ 쫄리면 이들 튀어나오네요 어케 너그들은 한치 예상을 안빗나가냐 너 그사장한테 가서 말해 아이디 바꿔달라고 ㅎㅎ",218,12,1,152,1
17202,2023-02-02,위메이드,"위메이드 ‘미르M 글로벌’ 순항에 위믹스도 천원대 ‘재탈환’  위메이드 ‘미르M 글로벌’ 순항에 위믹스도 천원대 ‘재탈환’기자명 채승혁 기자  승인 2023.02.02 17:15  美 신규 거래소 상장 보름만에 日 거래량 4배 수준으로 증가 사진=위메이드위메이드가 신년 시작부터 웃음꽃이 폈다. 지난 31일 글로벌 170여개국에 정식 출시한 MMORPG ‘미르M: 뱅가드 앤 배가본드(미르M)’이 오픈 초기 순항하고 있는 가운데, 위믹스(WEMIX) 코인 역시 거래량 증가 속 1000원대를 돌파한 것이다. 2일 위메이드의 블록체인 게임 플랫폼 위믹스 플레이(WEMIX PLAY)에 따르면, 한국 시간으로 오전 11시 기준 미르M의 동시 접속자는 7만5000여명이다. 위메이드 관계자는 “미르M 글로벌과 ‘미르4’의 ‘인터게임 이코노미(Inter-game Economy)’를 통해 두 게임의 토크노믹스를 연결함으로써 보다 긴밀한 게임 경제를 구축했다”라고 설명했다. 미르M에 대한 관심이 몰리자 자연스레 인게임에서 화폐 역할을 수행하는 토큰 거래도 잦아졌다. 지난 하루 동안 미르M의 게임 토큰 드론(DRONE)과 거버넌스 토큰 도그마(DOGMA)가 거래된 규모는 도합 92만달러에 이른다(드론 약 61만 달러·도그마 약 31만 달러). 이는 같은 시간 25만여명의 동시 접속자를 기록하고 있는 미르4의 리플렉트(REFLECT, 약 47만 달러)·하이드라(HYDRA, 약 16만 달러)·드라코(DRACO, 약 2만 달러)의 거래량보다도 많은 수준이다.  지난 한달간 위믹스(WEMIX)의 원화 기준 가격 추이. 사진=코인마켓캡 홈페이지 캡처자연스레 최종적인 상위 화폐인 위믹스의 거래량도 크게 늘었다. 실제로 코인마켓캡에 따르면, 1월 17일 기준으로 18억원 수준이었던 위믹스의 일일 거래량은 보름이 지난 2월 1일 약 78억원에 이르렀다. 상기한 게임 흥행의 영향도 있겠으나, 17일 위믹스가 미국 거래소 ‘비트마트(Bitmart)’에 신규 상장됐다는 점이 크게 작용됐다는 분석도 나온다.   이 같은 호조 속 위메이드는 내달 20일부터 닷새간 미국 라스베이거스 모스콘 센터에서 열리는 ‘GDC(Game Developers Conference) 2023’에 2년 연속 다이아몬드 스폰서로 참여, 블록체인 게임 관련 사업에 고삐를 당긴다는 방침이다. 총 60부스 규모의 전시관과 함께 장현국 대표가 직접 단상에 올라 기조연설을 진행하는 것으로 전해졌다.",402,30,0,152,1
17203,2023-02-02,위메이드,위믹스 400~1200갈동안  10퍼센트도 못오르는 개같은주식,279,2,0,152,1
17204,2023-02-02,위메이드,"수익 내고 있다는 애들이 왜  더 ㅂㄷㅂㄷ 하는지 ㅋㅋㅋ 진짜 노이해웃기지 ㅋㅋㅋ 지들이 말한 수익권인데굳이 말안해도 올라가는 거라면서 아득바득 말같지도 않은 논리 펼치며,댓글 다는게 ㅋㅋㅋㅋ꼭 그 상폐직전 알바같은 애들 보는느낌ㅋ",172,2,2,152,1
17205,2023-02-02,위메이드,"정말 여기와서 바닥치는 애들  구해준 사람도 많지만 ㅋㅋㅋ끝까지 고집부리며 밑바닥 보이는 사람들이많네 ㅋㅋㅋ 코인의 생명은 거래량 즉 접근성과 편리성다음으로 파이값을 나누는 참여자인데ㅋㅋㅋㅋㅋ진짜 어디 쩌리 코인과 비등한 거래량에500% 상승 ㅋㅋㅋ 저기 님들 모르는 diecoin 사이트 가면하루에 막 1만%씩 상승하고 죽은코인도있고, 100만% 상승했던 애들도 있어요ㅋㅋㅋㅋㅋ 진짜 웃겨서",194,1,5,152,1
17206,2023-02-02,위메이드,3만원대 공매친 애들 피눈물 흘릴거다  ㅋㅋㅋㅋㅋㅋㅋㅋ,273,10,0,152,1
17207,2023-02-02,위메이드,난 애들이 위믹스 시세오른다길에  오 그래도 받아먹고 올리는 관호있구나 해서쭉 거래소 별로 훑고 오다가 ㅋㅋㅋ 하 진짜 불쌍한 인간들이 왜이리 많은?ㅋ할말 많은데 그냥 둘란다 ㅋㅋㅋㅋㅋ 야이 ㅋㅋㅋ 100원에 산놈이 있다치면 ㅋㅋ금마가 지금 얼마나 팔았냐 거래대금 100억 미만가지고ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이런 애들이랑 투자를 논하고있었다니 ㅋㅋㅋㅋ 얼마나 물렸으면 빠져나오는 거래량하나없노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이게 펌핑이 되는거가 ㅋㅋㅋㅋㅋㅋㅋㅋ뺄자금 없으니 관호돈으로 올라가는수준이구만 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아씹 ㅋㅋ무슨 천억정도는 나오는줄 알았네,366,0,12,152,1
17208,2023-02-02,위메이드,이 분위기면 5일내로 40만 본다  위믹스 플레이 동시접속자 40만 금방일듯 ㅋㅋ미르m 8만명에서 안빠지고 오히려 늘어난거보면,476,18,2,153,1
17209,2023-02-02,위메이드,행국아 행국아  머리를 내어라내놓지 않으면 구워먹으리!,147,1,4,153,1
17210,2023-02-02,위메이드,"위믹플레이 동접 38만명 ?이아  자자 위믹플레이 동접38만입니다 이시간에..  꽤나 고무적입니다  보아하니 미르4도 살짝늘었고 미르m 86,000 준수하고 열혈강호도 늘어나네요  다들아시죠~??  위믹스값 오르면 미르m만 동접 늘까요??  나라도 기존 다른게임 캐릭터 돌려놓고 잠을 자겠어요  고로 뭐다? 위믹이 오르면 기존 접은  위믹 플레이어 유저들 돌아온다~~!! 미르m이다가 아니다 나라도 접은 미르4캐릭 돌린다 왜냐고?? 돈벌려고 ㅎㅎ  공감하면 엄지척!! 엄지척하면 위믹스 개폭등!! ",635,39,3,153,1
17211,2023-02-02,위메이드,미쿡도 불장  쫌만 가즈아,164,5,0,153,1
17212,2023-02-02,위메이드,위믹스 달러 12% 폭등  ㅋㅋㅋ,294,6,2,153,1
17213,2023-02-02,위메이드,"■■지존■  ☆완전 새로운 생태계 조성!!!☆>>마치 스마트폰이 세계사를 바?듯이~ >>""가치""는 무한대로 달려 보자~~~",294,14,0,153,1
17214,2023-02-02,위메이드,흑철캐서 개믹스를 살수있으니   지금좀오르는거일뿐ㅋㅋ 언제다시 200원갈지모른다 200원가는게쉬울까 20000원가는게 쉬울까 ㅋㅋ,465,2,12,153,1
17215,2023-02-02,위메이드,흑철캐서 개믹스를 살수있으니   이만원요 ㅋㅋ ㅋㅋㅋ ,148,3,0,153,1
17216,2023-02-02,위메이드,"비트 반등하면서  샌드, 디센이  상승하는데믹스가 제 자리면 다 끝난 거다.믹스도 다행히 꿈틀거리는데아무런 악재없이 잘 가야할텐데~ ",253,6,0,153,1
17217,2023-02-02,위메이드,"신용불가종목이 주포운전 쉽습니다  자자 다들  게이트io ,비트마트,지닥 에서 위믹스 가격 보시죠?? 우선 거래활발해진거 진짜 축하드립니다   이제 중요한건 세력입니다  매커니즘은 위믹스 펌핑 -> 위메이드맥스(시총가벼움) ->위메이드  이런 순환으로 도는겁니다 즉 가벼운 위믹스로 흔들고 위로 쏘아야  그다음 맥스가 튀면서 따라서 위메이드가 올라가는 구조가 돈이 제일 적게 듭니다  왜 박관호의장이 300억 소리 했을까요 위믹스 튀기기가 제일 손쉬운 방법이니까요  결국 위믹스가 오르면 미르4 ,열혈강호 그외 기타게임 유저들도 늘어나죠 돈이되니까.. 그럼 생태계가 늘어나죠 그래서 위믹스 가격이 중요한겁니다    각설하고 펌핑칠땐  신용단타들이 흐름 깰때많고 오히려 도움안됩니다 물량넘길때 신용이 좋은거죠 신용단타 득이 안됩니다 오히려 차분히 오르는게 좋습니다  다들 위믹스 시세 관찰하며 내일 뵙겠습니다   위믹스 ?이아 ~!! 엄지척은 위믹스급등~!! ",444,19,1,153,1
17218,2023-02-02,위메이드,신용불가종목이 주포운전 ?습니다  저도 같은 생각입니다.당장은 거래량이 조금 아쉽지만..길게 보면 신용쓴 단타 물량 쏟아질 일 없으니 안정적인 우상향 기대해볼만!!!,123,5,0,153,1
17219,2023-02-02,위메이드,낼 갭상승이야?  와.... 근데 무슨호재임??? 미르m은 망한거아님??,572,1,13,153,1
17220,2023-02-02,위메이드,"☆ 위믹스 1111 넘었고, 미선물 폭등 ☆  아마 낼이나 월욜 큰거 옵니다 이쯤해서 중국판호면 살아있는데예~~~~~~~~ 갭 한방에 갭으로 뛰어넘을수 있는데예~~",477,13,3,153,1
17221,2023-02-02,위메이드,위믹홀더들  상폐때 안던졌다면 작은보상이라도 되겠네요. 힘들 내세요. 추세가 좋아서 2000때 물리신분들은 조만간 탈출도 가능하실듯보입니다. 어쩌면 1만냥도 갈거같고요. ,250,10,1,153,1
17222,2023-02-02,위메이드,내걱정을 다해주는 애가 있네 ㅋㅋㅋ  종합소득세내는 인구중 하나다 ㅋㅋ시펄 (sea pearl) 나라가 나한테 주는 이득은 없는데세금만 오질나게 나가네 뭣같은,256,2,9,153,1
17223,2023-02-02,위메이드,내걱정을 다해주는 애가 있네 ㅋㅋㅋ  꺼져라~~,94,3,0,153,1
17224,2023-02-02,위메이드,"지금 위믹스 가격 1,121원  많이 오른 것 같나요?절대, 결코 이제 더는 안 오를 것 같나요?돈이 가진 악마적인 탐욕이1천원 위믹스를1만원, 2만원으로 데려 갈 겁니다. 공매도 없으니 얼마나 좋습니까.모두 함께 가십시다위믹스 30,000원까지!지금이 부자가될 인생의 몇 안되는 기회의 순간입니다가십시다 함께!",213,7,2,153,1
17225,2023-02-02,위메이드,위믹스 달러 11.9% 상승 ㅋㅋㅋ  대박 가자,272,9,2,153,1
17226,2023-02-02,위메이드,나 진짜 다 걸고 상폐직후 220원인가부터 오를때도 조금씩 돈 생길때마다  12월부터 위믹스때매 돈 많이 벌었다.. 아무도 안바라볼때 외국거래소에서 점점 가격 오르는 위믹스보면서 행복했다.,414,15,2,153,1
17227,2023-02-02,위메이드,폭등은개뿔  만원가도 이득이아니다 입다물고 그냥있어라 주주홀더 그냥망햇다,389,4,11,154,1
17228,2023-02-02,위메이드,위믹스 480원 매수  연일  급등하네 따블이상 수익중 역시 주식보단 코인이쥐,448,5,3,154,1
17229,2023-02-02,위메이드,확실한건 위메이드가  P2E게임의 판도라상자를 열었다는것  따봉 '_')/ 지켜보자고요,610,18,0,154,1
17230,2023-02-02,위메이드,"위메이드 주가 분석.   몇 몇 거래소에서 신용불가 종목으로 지정됐엉~쉽게 말하면 이제 위메이드로 대출이 안나오고, 기존 신용쓴 사람들도 만기 연장이 안되거든.사실 지금 이 재료면 신용끌어서 불타는 사람들 덕도 좀 보면서..장대 양봉 2-3개 나와야 맞는 그림인데.. 신용이 막혀서..거래량도 고만고만 했던거 아닐까..싶네..",524,5,3,154,1
17231,2023-02-02,위메이드,안티들  위믹이 움직임  바넨 고팍인수 어쩌면 내일 장대양봉 나올거같다. 안티들은 내일 손꾸락단속 단디해라. ?히 쳐물려서 징징 짜지말고~ 너그들은 하루살이라서 고점에 쳐물리면 많이 힘들잖아.ㅋㅋㅋ,247,10,0,154,1
17232,2023-02-02,위메이드,2년뒤 결혼 예정  자금 다 박았습니다 꾸벅 위메이드가 내 결혼을 결정한다,462,12,1,154,1
17233,2023-02-02,위메이드,"2년뒤 결혼 예정  2년 뒤면?2년간 차트 안 보고, 2년후 결혼 준비 시기에 차트 보면,  장난 아닐듯!선택 잘 하신듯^^1년 반후에 보셔도 좋을듯!",147,4,0,154,1
17234,2023-02-02,위메이드,1066원믹스  폭등이란다ㅋㅋ아이고ㅋㅋㅋㅋ 화이팅해라 개믹스야  오천원은가고 폭등이라해라ㅋㅋ,280,0,3,154,1
17235,2023-02-02,위메이드,한달간 141% 상승이면 폭등이죠  ㅋㅋㅋ,114,5,0,154,1
17236,2023-02-02,위메이드,위믹스 폭등 시전 ?이어~!!!  거래소들 마다 다르지만 시세급등중! 엄지척하면 개폭등!!,226,8,1,154,1
17237,2023-02-02,위메이드,공매 ㅈ된거 같은데  40억 써도 티도안나노,207,8,0,154,1
17238,2023-02-02,위메이드,진짜 멍청한거 같아서... 참질 못하겠다 ㅠㅠ  개인공매도 막혀있는 종목인거 같은데치고 싶어도 못친다 ㅠㅠ 니 답변보고 적었겠냐글자 수를 봐라 니글 올리기 전에 글을 적고 있었겠지 ㅠㅠ 좀 멍청한 티는 적당히 내야 놀릴만하지이러니까 사람들이 자꾸모자란애 놀리는 나쁜사람으로 보잖아 mmx5****근데 진짜 진지하게 답변좀 설마 공매친거야??아닌데 부르니까 어케 바로나와?? 풋 후달리지?? 위믹스 튈까봐,360,0,4,154,1
17239,2023-02-02,위메이드,공매 망했어 아이고 ㅋㅋㅋ  ㅋㅋㅋ,116,4,0,154,1
17240,2023-02-02,위메이드,"나스닥 폭등, 위믹스 폭등 ㅋㅋㅋ  공매 초상집 ㅋㅋㅋ 공매 물량 상환으로 폭등 예상",198,4,0,154,1
17241,2023-02-02,위메이드,참 눈물겹다 ㅜㅜ  진짜 눈물겹다. 오빠의 정성이ㅋㅋ 주식 30년 하신 고수도 2022년 하락장이 제일 힘들고 예측이 힘들다 인정했었는데..오빠는 뭘 믿고 이리 자신하는걸까?ㅋㅋㅋ주식이 365일 역배열인건 아니야. 인정?우상향 꼬리 드는 타이밍이 있지?지금 아냐?아님 아니라고 말해봐.,81,3,0,154,1
17242,2023-02-02,위메이드,sekj 공매충님 나와주세요  이타이밍억 한번 짖어주시길 부탁드립니다  엄지척,149,3,0,154,1
17243,2023-02-02,위메이드,오늘 공매도 10%   나쁘지 않아. 주가 상승의 견인차 역할을 할 거니까 ,246,8,0,154,1
17244,2023-02-02,위메이드,위믹스 폭등조짐!!   주가?  개나줘버려~~ 일단 위믹스 튄다 응원하자 위믹스 ?이아~~~!! 엄지척 하면 위믹스 폭등~~,479,22,2,154,1
17245,2023-02-02,위메이드,"차트 확인.  일, 주, 월봉이 다 솟을 준비하고 있어.5일이평, 20일이평이 60일이평선 뚫는 순간...모든 차트가 알흠답게 완성될꺼야. 감격 ㅜㅜ내일이든 담주든...그 감격의 순간을..힘든 시간 함께 견뎌온 주주님들과 함께 하고 싶네요~ ",358,12,1,155,1
17246,2023-02-02,위메이드,ㅋㅋ 위믹스는 2만원 일때 털고 나와야죠..  ㅋㅋㅋㅋ 지금 얼마예요? 5000 원은 됐나요???  이런건 물리면 답이 없는데.. 위에 시체 많아서.~~ 쉽게 말아 올리지도 못해요,337,0,9,155,1
17247,2023-02-02,위메이드,미르m 글로벌  세계 서버 증설할때마다위믹스 상친다,276,6,0,155,1
17248,2023-02-02,위메이드,낼 터진다~  촉이 온다,348,6,2,155,1
17249,2023-02-02,위메이드,위믹스 가격과 위메이드 주가의 상관관계  자자 아시는 분들은 아시겠지만 1번 위메이드 주가 오르면 위믹스 오를까요? 2번 위믹스 가격오르면 위메이드 주가 오를까요? 정답은 2번  보통 다는 아니어도 10번에 8번은 위믹스 가격이 선움직인후 주가가격 따라 갑니다  단 호재나 악재 이슈는 주가가 먼저 주도하며 움직이죠 작년 여러 악재들..  지금현재  작은 정도이지만 위믹스가격 약간 비트코인과 디커플링입니다 즉 세력이 펌핑할수 있는 영역입니다  아마도 위믹스 주포는 비트코인 하락때 방어하고 상승때 펌핑하겠죠 박관호의장님도 방어에 힘 보태시겠죠   즉 이제는 예전만큼은 아닐지라도 밤새 위믹스 오르면 위메이드 주가에 반영되는 공식이 슬슬 만들어 질때입니다 아직은 완성아님 좀더 커플링 되야함..  고로 이제는 공매도 치려고해도 밤새 위믹스 가격 튈까봐 매우 부담스럽습니다  왜냐면 엄연히 위믹스와 위메이드맥스도 세력이 있으니까요  참고로 위메이드맥스가 가벼워 세력은 맥스로 시세조종 먼저합니다  자 위믹스가 앞으로 어찌될지도 주가변화에 많은 영향을 줄겁니다 위믹스는 24시간 거래란거 명심하시고 힘내시길 바랍니다  위믹스 주포님 부디 건강하소서 응원합니다 ~~ 엄지척,285,7,1,155,1
17250,2023-02-02,위메이드,오늘 폭등했으니 낼은 폭락  다 알지 ㅋ,332,0,11,155,1
17251,2023-02-02,위메이드,떨어져야사지  파랭이좀 보자,144,0,3,155,1
17252,2023-02-02,위메이드,위믹스 폭등 한달간 135% 상승  온보딩 80개 게임이 상승을 이끄네 상한가 가자 ㅋㅋㅋ,302,5,0,155,1
17253,2023-02-02,위메이드,"미르m 대박 가자 ㅋㅋㅋ  미르M 흥행에 위믹스 회복까지… 위메이드, 블록체인 생태계 속도 붙었다 태국·홍콩·필리핀 인기 순위 1~2위 올라아이템 공유 가능 ‘인터게임 이코노미’ 구축위믹스 거래량 90% 급증, 생태계 확장 계속동시 접속 9만명 돌파, 서버 수 22개로 늘려",377,15,1,155,1
17254,2023-02-02,위메이드,다음주 폭등한다 ㅋㅋㅋ  ㅋㅋㅋㅋ,80,0,0,155,1
17255,2023-02-02,위메이드,메릴린치가 공매도 주최 맞네 ㅋㅋ  오늘 던진수량 전부 공매도 수량이였네모간서는 알다가도 모를 애들이지만외국인 비율로 봐선 상환은 하지 않고단기적으로 먹고 빠지는 단타 물량 즉 한번은 더 친다~~ 숏커버도 나지 않았고공매도 대량매도 공시이후 시기를 보면못해도 애들 공매도 평단가는 크게줘야5만원 적게 줘야 6만원선인데수익률 70~80%수순 핵심은 이걸 차환할때 단타 노리는건데모간서는 이걸 노리는 듯하고따라서 세력이 없다는게 밝혀졌고 세력이 있음 애초 골을 더 파서 공매상환을부추기거나 상승각도를 올려서 커버링을시키거나 둘중 하나인데 세력이 올 이유는 없어보인다동호회도 애매하다 판단해서 그런지들어오지도 않고 소식도 없네 따라서 단기 차익 구간은 곧 나오니까이전 분석글에 준하는 수준으로 나올거 같네 아직까진 회사 비전이든 뭐든밑빠진 뚝이니 그려려니 하고 투자하거라,186,1,7,155,1
17256,2023-02-02,위메이드,"빠르면 내일 4만원 찍을거라 봄.  1.25부터 오늘까지 7일째2번 하락 종가, 5번 상승 종가 1.25 1450원 오른 37500원 종가오늘 2.2 1100원 오른 39150원 종가    오늘부터 본격적으로 상승세 확 탐.주가가 다시, 버티는데다누를수록 용수철처럼튀어오르려는 그 모습으로 돌아오고 있음고무적임.   이 추세라면 빠르면 내일드디어, 4만원 찍거나(오늘 1100원 올랐기에850원만 올라도 4만원임오를 여력은 충분하고도 남음최근, 오름세를 보면더 그렇게 생각됨)다음주 중엔 45000원 찍는건기정사실로 보임.    무엇보다 고무적인건오늘 fomc관련 이유가 아닌이전이었다면 일시적우연이라 당연히, 판단할 수 있음그러나, 상황은 급반전된데다오늘 미국대표 기술주이자성장주 실적이 상회해오늘 카카오, 네이버가 급등은 물론코스피 1억원 이상 매수체결3위 네이버, 4위 카카오로 입성할 수 있었음2월만 보면, 현재 2월초임오늘보다 내일이 더 좋을거라이번주보다 다음주가 더 좋을거라2월보다 3월(fomc회의 결과 마지막날이자금리 인상이 25bp 베이비스텝으로예상되는 일정 포함)이 더 좋을거라3월보다 4월이 좋을거라세계시장인식이 더 굳혀가고 있으므로(최근,세계지표도 더 굳히는 측면이 크고)오늘 썼듯 미국 4대 지수가꾸준히, 상승할거라 보이고코스피, 코스닥 역시그럴거라 보이고 2500선을다음주에 넘을거라 보이고특히, 오늘 코스피 1억원 이상 매수체결1위가 삼성전자, 2위가 라이벌인sk하이닉스 바로, 시가총액 1위3위였음. 꾸준히, 삼성전자만이라도오름세 타면(오늘 1000원 이상 오름)당연히, 코스피 지수도 더 오를 수 밖에없고 저가매수세가 대형주대장주에 더 몰릴 수 밖에 없으므로5달 넘어서야 드디어카카오도 네이버도 52주 신고가니상한가니를 잘하면 2월에볼 수도 있을거라 예상함다른 한국주식들 또한그 기록을 쓸 수 있을거라 봄    오늘 fomc관련이유로상황은 급반전됐음이전이야 5000원 이상올라도 일시적이니우연이니지 오늘부턴 아니라는 게저가 매수세가더 개인이든 기관이든연기금이든 외국인이든더 몰릴 수 있다는 게굉장히, 고무적인 부분임세계시장상황은다시, 본궤도에 올라간다한국장도 마찬가지다지난해 코스피 외국인 순매도총액 7조 2천억원 가량어제 기준 올 1월만 지난달만코스피 외국인 순매수 총액6조 5억원으로 역대세 번째 많은 금액이었으므로아마 오늘 7조 넘었을 수 있음아마 내일 잘하면지난해 그 순매도 총액 넘거나다음주에 넘을거라 봄이젠 다음주부턴8조 이야기로 들어 섬.한국장 기준으로다른 나라 장들은 신흥국선진국 포함 3000선대를찍거나 넘었기에한국장은 저평가장이라1월초부터 이야기가 스물스물나왔음    폭죽까진 아니라도팡파레까진 아니라도오늘 주가 상승이나 급등이 일시적이네우연이네당연하게 보던 이 인식이달라져 아니란 것만으로정말 너무나도 고.무.적.임.",265,8,0,155,1
17257,2023-02-02,위메이드,그냥 주린이 헛소리 같고  https://m.stock.naver.com/domestic/stock/112040/discuss/222274429 그냥 애는 주구장창 올랏으면 하는 바램을 담아 적는 꼬맹이일뿐,113,0,4,155,1
17258,2023-02-02,위메이드,닥사  내부규정에 상폐된코인은  재상장 불가 규정이 있는가 모르겠네. 만약 그런규정이 없다면 위믹이 국내거래소에 재상장할 확률이 굉장히 높아보인다. 지금  해외거래소도 그렇고 지닥도 그렇고 입출금이 많이불편할텐데도 거래금액이 엄청늘었다는 기사가 나올정도이면 국내 어느거래소라도 재상장한다면 그 수수료가 엄청날테니~ 지금 국내 거래소들 서로 말은못해도 배는 뒤지게 아플거야.ㅋㅋㅋ,414,13,0,155,1
17259,2023-02-02,위메이드,"오늘 미련없이 주식 다 팔았습니다.  잘한 걸까요?위믹스에 올인할까합니다.15000원이야 함 안가겠습니까? 모두 부자됩시다,",312,6,2,155,1
17260,2023-02-02,위메이드,오늘매동  개미인지 세력인지  또개미만 매도했네.  뭐 그래도 손절이 아니라 익절일테니 잘했다고 본다. 주식에서 익절은 항상진리다. 누가 그랬는지는 기억은 안난다.ㅋㅋㅋ,294,1,0,155,1
17261,2023-02-02,위메이드,"차트 기본 분석  중장기 이평선인 60선과 120선이 하락하고 있고 단기 이평선인 5선 20선이 상승추세에 있다. 판호라든지, 1조 소송관련된거라든지 뭐라도 뉴스 하나만 터진다면 저기 뚝 떨어져 있는 갭 매꾸면서 단기이평선이 중장기 이평선을  뚫어올리는 골든크로스 되며 역배열이었던 차트가 우상향 상승추세인 정배열로 바뀔 거 같다. 힘내자.",417,8,0,155,1
17262,2023-02-02,위메이드,참~  사람이 간사한게 내가 화욜 시초가 36200에 100주 매수대기걸어놨다가 36500깨지는거보고 쫄아서 빠른 손꾸락으로 매수취소했는데 36050까지 빠지는거보고는 빠른 내 손꾸락을 기특해했다. 근데 결국 양봉마감해서 사지도못하고 어제 37800에 100주샀다. 지금은 손꾸락을 뿌수고싶네. 시브레~~~,294,2,3,155,1
17263,2023-02-02,위메이드,종가 최고가 마감.  내일 기대한다. ㅎㅎㅎ,311,2,0,155,1
